CO(GT),NO2(GT),PT08.S2(NMHC),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO Class
1.7,91,831,1514,710,26,34.9,1.1509,1
2.2,98,912,1551,814,24.8,33.1,1.0222,2
1.9,93,1117,1762,1052,24,36.3,1.0708,1
1.5,74,1159,1782,1060,23.6,35.5,1.0187,1
1.6,50,1161,1797,1153,23.6,35.7,1.0282,1
1.3,36,1009,1625,986,23.3,34.5,0.9768,1
1.1,55,877,1488,781,22.5,36.8,0.988,1
1,86,773,1414,653,21.3,38.7,0.9686,0
1,137,863,1493,777,20.9,39.4,0.9596,0
1.1,140,883,1563,1015,19.8,47.7,1.093,1
1.3,142,764,1476,922,19.3,51.4,1.1387,1
1.5,185,587,1353,678,18.4,53.4,1.117,1
1.6,173,544,1315,584,18.8,51.1,1.1,1
1.5,158,620,1372,725,16.3,59.8,1.1042,1
1.3,127,670,1365,688,16.6,56.8,1.0629,1
1.2,111,871,1528,887,16.2,57.4,1.0515,1
1.6,114,1398,2120,1494,17.3,54.3,1.0631,1
1.4,109,1495,2245,1647,19.2,48.8,1.0751,1
1.1,137,1200,1821,1489,21.7,42.4,1.0859,1
0.7,134,1126,1656,1361,26.4,29.9,1.0138,0
0.4,114,1094,1629,1224,31.3,19.1,0.8634,0
0.5,100,1133,1619,1174,33.7,15.4,0.7913,0
0.5,92,1031,1469,901,34.5,13.3,0.7158,0
0.8,97,1007,1448,794,33.8,13.9,0.7172,0
1.6,111,830,1339,577,30.1,19.4,0.8157,1
1.6,89,931,1460,776,28.3,21.3,0.8054,1
1.4,87,1127,1635,982,31.9,18.3,0.8523,1
1.5,69,1279,1840,1256,32,20.1,0.9364,1
1.2,115,1483,2092,1483,28.9,24.1,0.9495,1
1.1,108,1289,1884,1390,27.3,27.1,0.967,1
0.8,86,1105,1666,1195,26,28.5,0.9484,0
0.7,84,1054,1592,1135,25.2,28.6,0.9008,0
0.7,97,1014,1585,1115,24.3,31.1,0.9316,0
0.7,102,930,1522,1026,23.6,33.8,0.9685,0
1,102,846,1448,836,23,33.8,0.9406,0
1,99,824,1469,925,22.2,38.4,1.0126,0
1.2,97,716,1380,933,20.4,42.6,1.0083,1
1.1,101,645,1334,781,20.5,42.3,1.0091,1
1,92,762,1444,959,18.8,49,1.0505,0
1.2,70,973,1616,1155,18.8,49.4,1.0624,1
1.4,72,1492,2194,1686,19.9,46.5,1.071,1
1.3,80,1561,2357,1791,22.1,41.7,1.098,1
1,71,1290,1913,1643,24,36.4,1.0706,0
0.6,69,1171,1717,1360,30.2,22.8,0.9616,0
0.4,55,1026,1523,944,33.4,17.1,0.8627,0
0.4,57,1069,1547,905,35.1,15,0.8381,0
0.4,56,1045,1525,884,34.1,16,0.8408,0
0.5,72,1131,1612,968,35.7,13.6,0.7836,0
1.1,84,1063,1539,929,35.3,13.8,0.7767,1
1.2,97,1041,1496,936,32.3,16.7,0.7946,1
0.9,107,1252,1729,1107,36,13.3,0.7773,0
0.9,117,1374,1795,1225,35.8,13.7,0.7868,0
1,120,1430,1901,1372,32.3,18.4,0.8753,0
0.8,110,1163,1705,1139,29.7,25,1.0246,0
0.8,104,1200,1753,1505,27.8,26.6,0.9748,0
0.7,110,1023,1552,1074,26.3,27.3,0.9238,0
0.7,111,939,1488,868,25.3,30,0.9508,0
0.7,64,1053,1631,1095,24,34.9,1.0271,0
0.7,92,937,1566,989,23.4,38.6,1.0968,0
0.9,114,695,1355,658,23.5,38.3,1.0972,0
1.2,116,656,1332,603,22,42.6,1.1146,1
1.4,94,621,1303,562,21.6,44,1.1225,1
1.2,77,660,1342,618,21.4,45.6,1.1493,1
1,74,796,1454,747,21.1,47.1,1.1641,0
0.9,62,1166,1827,1229,21.3,48.4,1.2119,0
0.7,57,1434,2239,1494,22.9,47.9,1.3208,0
0.5,45,1160,1927,1281,24.4,45.5,1.3721,0
0.5,49,914,1665,954,27.6,38,1.3818,0
0.4,45,899,1563,810,31.1,29.6,1.318,0
0.4,44,1052,1677,882,33.4,24.7,1.2516,0
0.4,43,1071,1619,840,35.7,18.9,1.0865,0
0.5,51,998,1554,743,36.2,18.1,1.0724,0
0.7,84,1069,1646,880,37.1,17.7,1.094,0
1.1,96,1127,1694,928,36.5,18.1,1.0887,1
1,88,1306,1886,1218,35.5,19.1,1.0888,0
1.2,67,1309,1845,1170,33.7,20,1.0275,1
1.1,64,1355,1879,1620,30.5,22.7,0.9763,1
0.6,54,1399,1940,1508,28.7,26.2,1.0144,0
0.4,56,1139,1699,1318,26.7,28.9,0.9981,0
0.4,68,1152,1730,1189,25.7,31.6,1.0285,0
0.5,67,1006,1589,1000,24.5,35.7,1.0807,0
0.6,95,985,1572,1020,24.3,36.3,1.0852,0
0.8,86,834,1440,767,23.8,36.9,1.0748,0
1,93,706,1360,674,23.7,37.3,1.076,0
1.1,68,641,1319,588,22.2,40.6,1.0729,1
1.1,95,593,1291,545,21.6,42.2,1.0762,1
1.6,93,677,1379,685,20.3,46.8,1.1,1
0.9,69,747,1384,702,20.7,45.9,1.1088,0
0.7,55,1174,1819,1188,20.5,47.7,1.1419,0
0.7,39,1470,2276,1589,22.4,46.6,1.247,0
0.5,33,1143,1860,1331,24.2,48.5,1.4452,0
0.4,29,950,1593,1040,28.8,33,1.2825,0
0.3,36,1049,1701,1137,32.8,25.2,1.2325,0
0.4,38,1012,1548,851,34.4,19.9,1.0647,0
0.9,47,1047,1578,782,36.5,16.7,1.0045,0
1.3,64,1092,1606,908,37.5,14.3,0.9099,1
1.6,49,937,1473,806,38,15.5,1.0119,1
2.1,64,1084,1648,985,38.1,16.5,1.0828,2
2,79,1245,1782,1211,37.3,17.3,1.084,1
1.4,45,1395,1914,1411,35.9,17.7,1.0316,1
1.4,30,1341,1881,1395,32.4,21.5,1.0303,1
0.9,35,1341,1937,1578,30.3,25.6,1.0879,0
0.8,37,1195,1762,1325,28.5,27.8,1.0665,0
0.8,46,1060,1629,1185,26.9,30.5,1.0671,0
1,54,1103,1686,1235,25.7,33.5,1.0918,0
1.3,79,1078,1673,1317,24.7,36.9,1.1302,1
1.3,79,956,1581,1114,23.6,39.2,1.1306,1
1.3,98,910,1552,1015,22.2,43,1.1363,1
1.6,93,842,1489,1015,21.2,45.8,1.1353,1
1.4,89,746,1415,961,21.3,45.9,1.1471,1
1.3,57,689,1367,796,21.6,45,1.151,1
1,51,764,1430,826,21.3,46.5,1.1608,0
0.9,39,908,1546,1057,21.1,46.9,1.1585,0
0.6,30,1004,1628,1302,22.8,43,1.1731,0
0.5,46,990,1633,1284,25,38.3,1.198,0
0.5,55,1080,1675,1348,30.9,26.9,1.1835,0
0.4,63,1015,1543,1025,35.1,19.2,1.0664,0
0.4,42,913,1428,759,36.9,17.2,1.0576,0
1,5,907,1427,680,39.3,13.9,0.9715,0
2.2,39,772,1308,516,40.3,12.6,0.9302,2
2.5,39,743,1282,500,39.7,13.5,0.965,2
2.3,71,868,1435,700,41.1,13.1,1.0124,2
2,65,954,1512,1360,40.1,14.9,1.0828,1
1.4,71,901,1464,722,37.4,17,1.0757,1
1.7,72,1003,1524,842,34,19.2,1.0073,1
1.5,76,962,1496,879,31.7,21.6,0.9959,1
1.7,75,927,1475,836,29.7,24.2,0.9926,1
1.6,86,1035,1611,1062,27.9,27.6,1.0252,1
1.4,96,1043,1644,1188,26.8,29.9,1.0402,1
1.4,95,995,1591,1236,25.8,33,1.0826,1
1.4,74,790,1422,853,26.3,33.1,1.1199,1
1.2,76,790,1447,875,24.3,38.1,1.1398,1
0.9,66,701,1381,704,24.7,36.4,1.1158,0
0.6,49,648,1338,666,23.3,39.5,1.1176,0
0.4,29,674,1355,679,21.1,45.6,1.1246,0
0.5,11,716,1415,877,20.2,48.5,1.1319,0
0.5,25,718,1395,826,21.3,45.5,1.1405,0
0.8,34,750,1417,881,22.6,31,0.8372,0
1.4,42,862,1519,1110,25.7,34.8,1.1292,1
1.2,47,872,1481,927,31.6,23.8,1.0842,1
1,62,868,1407,665,36.3,16.3,0.9727,0
1.2,81,723,1263,474,37.9,15,0.9728,1
1.1,90,716,1252,459,39.4,13.7,0.9639,1
1.2,95,698,1234,437,40.2,12.3,0.8983,1
1.1,86,802,1383,607,41.3,11.9,0.9252,1
1,64,792,1356,620,41.4,11.8,0.9282,0
1,62,754,1325,551,40.1,13.6,0.9953,0
1.2,75,780,1374,532,37.6,16.4,1.0458,1
1.7,88,814,1399,578,33.9,20.3,1.0522,1
1.7,126,873,1464,721,31.6,22.9,1.0469,1
1.7,96,938,1520,912,29.7,24.8,1.016,1
1.7,79,1040,1635,1155,29,27,1.063,1
2,67,1014,1628,1279,27.9,30.4,1.1249,1
1.6,62,814,1448,1018,28,30.6,1.1396,1
1.3,64,730,1393,842,26.8,32.3,1.1235,1
1,63,642,1343,740,26.6,33,1.1338,0
0.9,60,604,1317,625,23.7,38.6,1.1159,0
1,49,649,1374,739,22.2,42.8,1.1317,0
1.1,36,717,1455,970,21.2,46.3,1.1501,1
1.5,24,912,1604,1177,21.4,46.5,1.172,1
1.5,32,1197,1906,1518,22.9,43,1.1826,1
1.6,42,1443,2234,1811,25.2,38.6,1.2215,1
1.7,42,1230,1924,1696,27.1,34.9,1.231,1
1.4,51,1187,1842,1603,32.4,24.8,1.1886,1
1.2,58,1153,1732,1370,36.8,18,1.0945,1
1.1,67,1127,1678,1194,39.1,16,1.11,1
1.1,68,1007,1534,880,39.2,16.4,1.1439,1
1.2,56,982,1523,748,40.5,14.9,1.111,1
0.7,47,1012,1523,868,41.4,13.8,1.0786,0
0.5,46,1014,1533,959,40.5,14.9,1.114,0
0.4,50,1205,1781,1160,39.6,17,1.2064,0
0.7,65,1316,1911,1453,37.7,19.8,1.2715,0
1.1,69,1283,1863,1400,34.3,24.2,1.2857,1
1.6,63,1136,1737,1265,31.7,28.1,1.2912,1
2.3,69,1127,1761,1366,30.2,30.8,1.3008,2
1.6,57,1177,1820,1593,29.4,33,1.3343,1
2,59,988,1619,1336,29.2,33.1,1.3202,1
1.6,54,931,1576,1317,27.6,36.6,1.332,1
1.6,57,850,1531,1173,27.2,36.9,1.3147,1
1.3,46,827,1513,1163,25.4,41,1.3079,1
1,65,708,1440,1012,25.2,41.5,1.3106,0
1.6,62,717,1481,1164,23.4,47.4,1.3475,1
2,25,747,1493,1090,25.1,44,1.3794,1
1.7,37,974,1716,1338,23.9,46.5,1.3637,1
1.7,41,1424,2257,1808,24.8,43.2,1.3387,1
1.4,60,1713,2643,2176,27,38.7,1.361,1
1.3,65,1460,2238,2028,29.4,33.6,1.3526,1
1.3,71,1342,2002,1758,34.8,23.4,1.2781,1
1.6,61,1181,1747,1350,38.1,18.5,1.2108,1
1.8,65,1083,1632,1060,38.9,18,1.2318,1
1.5,54,1096,1615,954,39.8,16,1.1444,1
1.3,58,1106,1615,1024,41.7,12.5,0.9941,1
1.1,56,1117,1625,1092,42.8,12.3,1.0326,1
0.5,60,994,1544,927,41.4,14.2,1.1128,0
0.6,69,1225,1796,1274,41.3,15.5,1.21,0
0.7,67,1082,1662,978,38.3,19.4,1.2851,0
1.1,79,1145,1753,1050,34.7,23.3,1.2653,1
1.9,86,1164,1793,1301,32.6,26.3,1.2754,1
3.5,79,1022,1644,1141,30.9,29,1.275,2
2.9,67,1126,1782,1252,30.1,30.2,1.2711,2
2.2,65,1124,1799,1300,29,33.4,1.3149,2
2,67,978,1683,1193,28.3,36.8,1.3906,1
1.7,62,881,1574,1081,27.6,38.2,1.3911,1
1.6,48,801,1545,1094,25.8,43.1,1.4113,1
1.3,33,656,1440,917,27.4,39.1,1.4072,1
1.3,11,635,1421,727,26.3,40.9,1.3803,1
1.3,34,782,1562,1116,23.3,50.1,1.41,1
1.6,52,869,1634,1223,23.1,49.7,1.3863,1
1.3,80,1250,1999,1556,24.2,46.4,1.3834,1
1.4,86,1495,2405,1904,25.8,42.2,1.3774,1
1.4,77,1207,1951,1697,28.1,37.3,1.3922,1
1.3,93,1354,2063,1854,33.9,26.8,1.397,1
1.4,109,1209,1770,1306,38,17.2,1.1227,1
1.5,89,1063,1571,980,38.9,15.9,1.0896,1
1.5,71,1031,1561,870,40.4,15,1.1125,1
0.9,56,880,1421,613,40.1,15.2,1.1065,0
0.6,68,989,1537,819,42,14.2,1.1517,0
0.5,61,984,1532,868,42.7,14.4,1.2092,0
0.5,70,1032,1576,876,41.6,14.5,1.1483,0
1,76,1210,1813,1153,39.6,18.8,1.3413,0
1.9,78,1339,1998,1492,36.1,25.5,1.4949,1
2.6,80,1256,1914,1382,33.3,29.9,1.5079,2
1.7,71,1158,1837,1303,31.2,33.2,1.4831,1
1.7,74,1211,1917,1404,30.1,35.8,1.5034,1
1.4,90,1129,1839,1308,28.9,39.1,1.537,1
1.6,78,1103,1866,1320,27.8,43.3,1.5929,1
1.3,63,963,1719,1179,26.9,46.1,1.608,1
0.9,42,832,1580,1160,26.4,47.1,1.5947,0
1.4,27,754,1545,1070,25.2,51.4,1.621,1
1,29,781,1595,1181,23.8,55.4,1.6073,0
2.2,41,715,1527,1010,24.9,50.6,1.5755,2
1.9,61,826,1627,1075,25,49.2,1.5418,1
2.1,68,1476,2388,1839,24.7,50.9,1.5593,2
1.7,58,1678,2662,2105,26.4,46.3,1.5722,1
1,52,1225,2003,1826,28.1,42,1.5735,0
1.1,57,1294,2031,1834,34,29.9,1.5614,1
0.7,51,1070,1735,1268,37.3,22.9,1.4373,0
1.3,53,1118,1742,1422,40.1,19,1.3849,1
1.3,49,1055,1624,1028,42,15.8,1.2759,1
1,44,1019,1559,929,42.8,14.3,1.2003,0
0.7,48,1126,1654,1150,44.3,13,1.183,0
0.6,46,1151,1686,1235,44.6,12.6,1.1684,0
0.7,56,1258,1813,1315,43.4,14.8,1.2882,0
1.1,73,1352,1990,1469,40.6,18.2,1.368,1
2.4,85,1377,2017,1515,37.1,21.3,1.3223,2
2.4,72,1327,1996,1510,34.5,25.5,1.368,2
2.3,53,1148,1849,1327,32.2,30.4,1.4433,2
2.2,47,1105,1838,1318,30.4,35.4,1.5144,2
1.8,37,1135,1887,1436,29.4,38.7,1.5581,1
2,34,1189,1917,1608,28.6,38.7,1.4921,1
1.5,33,933,1658,1257,27.7,40.5,1.4835,1
1.4,27,813,1544,1094,28,39.8,1.4803,1
1.5,27,790,1564,1066,24.8,48.5,1.4953,1
1.6,27,706,1500,1022,25.6,45.8,1.4801,1
1.9,28,802,1597,1139,23.6,51.5,1.4852,1
2,36,906,1707,1158,25.1,46.5,1.4615,1
2.3,59,1299,2116,1602,24.5,48.3,1.4593,2
2.4,56,1441,2283,1770,26.6,42.8,1.4675,2
1.8,70,1340,2141,1651,29,37.6,1.4866,1
1.7,36,1166,1925,1435,34.2,28.5,1.5071,1
1.2,17,1021,1670,1159,37.3,22.9,1.4369,1
0.8,14,1160,1784,1193,40.1,17.5,1.2721,0
0.7,24,1137,1696,1094,42.2,14.6,1.192,0
0.6,36,1066,1621,912,41.9,15.2,1.2173,0
0.6,43,1059,1622,908,43.1,13.8,1.1803,0
0.6,60,1091,1638,1010,42.8,13.8,1.1681,0
0.4,81,1140,1746,1020,41.1,16.5,1.2701,0
0.5,87,1295,1990,1280,38.7,20.3,1.3743,0
0.7,85,1271,1971,1287,35.8,24.1,1.3924,0
1.2,91,1144,1832,1216,33.1,28.3,1.4121,1
1.7,55,922,1634,990,30.1,33.9,1.4257,1
1.8,42,1014,1744,1146,29,36.6,1.4431,1
1.5,43,1084,1831,1273,28.5,38.4,1.468,1
1.2,20,1156,1897,1346,27.8,39.9,1.4682,1
1.1,23,1052,1785,1353,27,42.8,1.503,1
2.9,43,973,1748,1231,26.4,44.5,1.5119,2
1.9,68,810,1599,1002,25.8,46.6,1.5269,1
1.4,62,825,1602,1126,25.1,48.5,1.5266,1
2,65,789,1597,995,24.6,52.2,1.5881,1
2.7,93,803,1586,1003,24.4,50.5,1.5243,2
2.8,110,902,1715,1055,25.2,49.1,1.5546,2
2,106,979,1829,1156,26.6,50.8,1.7419,1
2.1,77,976,1800,1179,28,46.9,1.748,2
2,60,1088,1883,1306,32.7,34.5,1.6798,1
1.8,67,946,1686,934,36.6,26.5,1.599,1
1.9,57,843,1628,689,37.8,26.3,1.6951,1
1.3,60,833,1623,626,38.3,27.1,1.797,1
0.7,69,676,1488,488,35.4,32.4,1.837,0
0.5,77,699,1505,495,37.3,28.8,1.8087,0
0.5,77,775,1547,562,36.6,28.2,1.697,0
0.6,87,814,1545,615,35.1,29.6,1.6452,0
1.3,88,812,1563,660,32.3,33.4,1.59,1
3.6,84,791,1549,664,29.9,37.9,1.5745,2
4.9,65,735,1494,567,28.2,41.9,1.5776,2
3.9,54,697,1475,506,27.2,45.9,1.6316,2
2.2,37,762,1557,560,27.3,45.7,1.6308,2
1.9,36,859,1673,724,27,47.1,1.6573,1
2.2,29,893,1760,977,23.7,69.3,2.0042,2
2,25,692,1549,653,23.8,63.5,1.8495,1
1.7,41,687,1530,642,24.7,56.9,1.739,1
2,68,589,1432,501,25,53.1,1.6541,1
2.1,82,581,1463,450,24.1,59.6,1.7657,2
3.2,137,527,1458,427,22.5,69.1,1.8578,2
4,119,561,1476,470,23.4,64.4,1.835,2
4.4,71,544,1442,447,24.4,57.9,1.7476,2
3,78,551,1443,463,24.5,56.9,1.7225,2
2.2,72,557,1435,454,24.9,54.8,1.7063,2
1.7,74,632,1494,500,27,47.4,1.6661,1
1.9,70,687,1491,528,27.6,43.7,1.5877,1
2,55,652,1446,490,28.2,42.6,1.6062,1
1.5,54,646,1446,488,29.1,40.8,1.6203,1
0.8,53,619,1417,475,29.8,38.6,1.5911,0
0.6,46,655,1452,486,31.5,34.5,1.5666,0
0.6,38,606,1403,438,31.2,36.3,1.6217,0
0.7,30,654,1466,477,30,41.3,1.7259,0
0.8,16,713,1552,626,27.6,47.5,1.7266,0
2.9,12,826,1637,747,28.8,41.3,1.6164,2
5.2,38,839,1636,858,28.5,41.6,1.5959,2
3.3,56,868,1653,775,27.7,43.4,1.5833,2
4.6,57,850,1643,803,27.3,44.1,1.5751,2
4.3,39,826,1627,777,26.9,45.5,1.5926,2
4.9,47,809,1611,770,26.6,47.2,1.616,2
4,35,755,1553,663,26,48,1.5882,2
2.6,44,649,1465,529,26.2,45.7,1.5324,2
1.3,43,597,1414,478,25.9,46.3,1.524,1
1.5,34,569,1396,429,25.6,46.8,1.5111,1
2.2,36,623,1466,552,25.3,47.6,1.5159,2
1.2,44,847,1663,916,25.4,48.5,1.5507,1
0.9,63,1020,1842,1169,26.5,46.3,1.5768,0
0.8,60,965,1744,1049,27.9,42.7,1.5754,0
0.8,66,866,1637,823,28.8,38.9,1.5184,0
0.8,68,849,1559,804,31.7,31.5,1.4487,0
1,83,905,1596,805,33.9,26.9,1.3964,0
1.7,64,913,1635,826,34.7,26.5,1.4408,1
1.9,50,923,1590,782,35.4,24.8,1.4017,1
2,53,780,1464,593,35.2,24.1,1.351,1
2.2,57,903,1563,698,36.3,22.8,1.3564,2
2.3,55,907,1546,719,35.4,23.8,1.3443,2
2.3,70,1048,1651,912,34.6,23.5,1.2691,2
1.8,68,1227,1931,1129,33,28.2,1.3921,1
1.4,73,1134,1763,1089,32.5,27.9,1.3373,1
1.6,92,1042,1697,1062,30.5,29.9,1.2875,1
2.3,80,953,1616,924,29.1,33.1,1.3126,2
2.4,60,856,1549,780,28.4,35.8,1.3665,2
2.1,49,898,1613,856,27.7,37.9,1.3842,2
1.8,53,810,1511,861,28.3,35.5,1.3414,1
1.7,50,729,1479,684,27.1,38.6,1.3632,1
1.9,34,719,1466,707,25.8,40.9,1.3377,1
1.6,21,587,1392,554,26,40.6,1.3467,1
2.6,48,615,1396,614,24.6,43.4,1.3248,2
5.8,71,634,1402,606,25.1,42.3,1.326,2
3,94,853,1621,1023,23.1,48.8,1.3638,2
1.5,118,947,1724,1134,24.7,46.8,1.4337,1
0.9,105,962,1694,936,24.6,45.1,1.3714,0
1.1,122,944,1608,868,26.2,38.5,1.2932,1
0.9,121,953,1600,879,29.3,31,1.2445,0
0.7,115,918,1572,785,31.2,26.6,1.192,0
0.6,107,853,1478,651,31.1,26.2,1.1619,0
0.7,86,853,1528,679,31.7,26.4,1.2153,0
0.8,118,828,1474,630,31.7,25.6,1.179,0
0.9,129,820,1413,594,32.6,22.5,1.0901,0
1,90,869,1470,655,32.8,22.2,1.0835,0
0.9,87,1004,1577,783,32.4,22.4,1.0701,0
0.7,65,1045,1602,865,31.4,22.7,1.027,0
0.6,61,1001,1536,776,28.4,24.7,0.9404,0
0.6,62,951,1479,861,27.7,24.2,0.882,0
0.8,85,843,1438,729,26.1,28.3,0.9456,0
0.9,83,866,1421,715,25.3,28.4,0.9041,0
1.1,84,809,1355,615,25.2,27.7,0.874,1
1.7,71,929,1482,824,24.5,28,0.8489,1
1.5,62,847,1426,748,23.6,31.9,0.9195,1
1.6,40,698,1336,767,22.8,34.7,0.9514,1
1.7,50,602,1283,513,23.6,33.2,0.9577,1
1.3,78,663,1337,671,20.5,41.2,0.9802,1
1.3,89,706,1363,798,20.6,41.5,0.9982,1
1,106,827,1449,912,20.2,42.5,0.9949,0
0.6,107,1105,1726,1151,20.9,40.4,0.9884,0
0.5,93,1472,2112,1525,22.4,38,1.0201,0
0.4,95,1372,1964,1465,26,29.7,0.9831,0
0.7,78,1186,1662,1138,31.4,18.6,0.8398,0
1.8,76,994,1481,763,34.2,15.8,0.8371,1
1.9,66,1025,1517,753,35.4,15.3,0.8649,1
1.7,71,962,1409,665,34.6,15.5,0.8435,1
1.3,61,889,1383,597,33.9,16.2,0.8454,1
1.4,73,1003,1473,730,35.3,15,0.8463,1
1.3,54,1007,1464,730,36.8,13.7,0.8335,1
1.4,53,1218,1697,1108,34.4,16.4,0.8761,1
1.2,69,1232,1732,1085,35.3,16.8,0.9448,1
1.3,77,1166,1713,1013,32.3,20.7,0.9875,1
1.5,83,1105,1682,1109,29.6,26.1,1.0682,1
2.3,94,964,1532,913,28.6,27.2,1.048,2
2.6,84,958,1528,908,27.6,27.4,0.9926,2
2.9,55,918,1472,923,26.3,29,0.9807,2
1.8,35,940,1518,959,25.4,30.1,0.9602,1
1.3,31,890,1480,898,24.7,32.1,0.9878,1
1.3,45,624,1276,546,25.7,30.9,1.0048,1
1.2,59,610,1259,543,25.1,32.6,1.0203,1
1.2,83,577,1265,488,23.9,34.4,1.0079,1
0.8,90,693,1371,704,21.4,40.3,1.0157,0
0.6,87,860,1488,943,21.2,41.2,1.0246,0
0.6,83,1199,1850,1304,21.6,40.9,1.0468,0
0.6,71,1469,2179,1669,24,36.6,1.0763,0
0.7,77,1238,1809,1507,26.8,29.5,1.0209,0
1.3,75,1238,1709,1359,31.8,19.4,0.8936,1
2.5,52,1117,1586,1076,34.4,16.6,0.8892,2
3.4,76,981,1480,797,35.3,16.7,0.9402,2
2.1,60,958,1484,677,36.4,16.8,1.0033,2
2.2,99,860,1417,559,34.8,19.5,1.0667,2
1.7,88,1060,1601,830,38.6,16.1,1.0853,1
2.1,91,1039,1558,734,38.5,16.5,1.1037,2
2.2,91,1078,1600,801,37.4,18.1,1.1467,2
1.4,68,1117,1668,828,35.7,19.8,1.1399,1
1.4,71,1112,1694,865,32,24.9,1.1663,1
1.6,49,1039,1641,916,29.7,28.1,1.1544,1
2.3,71,1109,1752,1106,28.5,32.1,1.2296,2
3.3,76,1142,1868,1226,27.6,40.5,1.4715,2
4.1,67,1046,1754,1106,26.3,45.6,1.5349,2
3.3,58,1019,1720,1087,25.7,46.1,1.5025,2
2.2,53,900,1620,1000,25.1,46.3,1.4486,2
3.4,52,791,1551,859,23.5,51.3,1.467,2
4,68,863,1669,919,23.1,52.1,1.4518,2
4.7,69,680,1477,777,23.7,51.2,1.4795,2
3.8,83,716,1494,790,23,52.2,1.4516,2
2.8,99,761,1504,768,23,49.9,1.3849,2
2.6,101,1279,2132,1388,23,50.9,1.4105,2
2,104,1463,2322,1691,24.4,49.3,1.4814,1
1.4,89,1350,2186,1655,26.8,46.6,1.6157,1
1.2,88,1244,1972,1496,32.2,32.6,1.5412,1
0.6,89,1053,1722,1086,34.8,26,1.4241,0
0.3,92,956,1628,763,36.1,24.8,1.4628,0
0.2,109,980,1610,688,37.7,21.8,1.3977,0
0.4,107,995,1580,694,36.9,21.8,1.3384,0
0.6,116,1006,1564,725,39.1,18.7,1.2884,0
3,124,962,1554,686,39.3,18.9,1.318,2
3.2,112,1084,1723,838,38.2,21.8,1.4312,2
3.5,99,1165,1840,974,36.6,23.3,1.4042,2
3.1,85,1194,1874,1038,33.3,28.7,1.4454,2
2.2,69,1134,1828,1108,30.9,34.2,1.5064,2
1.7,58,1092,1808,1135,29.1,38.9,1.5384,1
2,49,1143,1827,1143,28.1,40.3,1.5086,1
2.5,56,1002,1667,908,27,41.6,1.4596,2
2.4,33,-200,-200,-200,-200,-200,-200,2
2.9,39,832,1566,778,25.7,46.8,1.523,2
4.2,43,787,1588,728,25.1,51.1,1.6044,2
5.4,62,772,1613,728,23.7,56.5,1.6341,2
4.3,81,704,1529,676,23.8,55.3,1.6068,2
3.6,102,748,1559,742,23.7,54.6,1.5823,2
2,86,871,1666,942,22.6,58.8,1.5903,1
1.5,37,829,1600,926,24,53.4,1.5748,1
1.5,64,947,1763,1039,25.2,51,1.6131,1
1.2,101,1067,1879,1158,27.3,47.1,1.6807,1
1,71,1170,1957,1347,32.8,33.4,1.633,0
0.5,82,1175,1895,1262,36,28,1.6304,0
0.5,104,1135,1797,1073,38.5,23.8,1.5944,0
0.4,105,1039,1611,817,39.8,20.5,1.4687,0
0.5,87,873,1423,606,38.1,22,1.4402,0
0.7,98,816,1418,506,40,20,1.4517,0
2.4,105,852,1467,559,40.4,19.8,1.4724,2
4.1,104,820,1452,530,39.1,20.7,1.427,2
3,96,903,1554,612,37.3,24.3,1.5222,2
2,79,987,1711,774,34,30.9,1.6158,1
2.5,61,1004,1704,899,31.8,34.5,1.5911,2
2.4,48,1082,1817,1066,30.1,37.7,1.5799,2
2.6,63,1027,1758,1040,28.6,42.3,1.6251,2
1.9,92,1095,1816,1139,27.7,44.6,1.6304,1
2.1,99,1020,1771,1086,26.6,47.5,1.6265,2
2.5,117,970,1724,1049,25.7,50.7,1.6491,2
2.7,142,821,1637,811,25.1,53.9,1.689,2
3.3,121,691,1553,629,24.8,58.7,1.8089,2
3.2,122,713,1584,723,23.5,63.6,1.8223,2
2.6,108,625,1513,646,24.3,59.4,1.7838,2
1.4,80,627,1530,670,23.3,62,1.7547,1
1.6,93,648,1559,603,24.1,63.1,1.8619,1
1.7,108,722,1624,687,25,60.7,1.892,1
1.6,118,789,1657,733,27.3,52.4,1.8707,1
3.1,149,804,1638,766,32.4,37.3,1.7808,2
2.9,171,737,1531,621,35.4,31.3,1.7736,2
3,154,730,1495,560,37.4,28.2,1.7808,2
3,122,685,1331,451,39.2,20.2,1.4104,2
2.2,126,683,1270,393,38.1,18.5,1.2141,2
2,121,707,1325,417,40.2,17.7,1.2989,1
2.3,125,748,1373,451,39.7,19.1,1.3646,2
3.1,126,776,1379,461,38.5,19.8,1.326,2
6.2,96,830,1482,536,36.6,24.6,1.4872,2
4.7,73,900,1584,619,33.1,32.7,1.62,2
3,65,948,1667,766,30.7,38.7,1.678,2
2.1,90,944,1655,785,29.5,42.7,1.7316,2
1,58,945,1736,793,27.8,52.6,1.9398,0
0.8,27,959,1798,838,27.4,55.5,1.9998,0
0.7,67,945,1775,799,27.3,57.1,2.0426,0
3.3,96,762,1573,553,26.7,60.1,2.067,2
6.1,64,696,1542,465,26.2,61.6,2.0575,2
6.7,72,595,1463,406,25.5,62.8,2.0236,2
4.4,73,553,1418,396,25.5,61.8,1.9831,2
1.9,64,630,1504,468,25.1,62.4,1.9602,1
